Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,State,City,Category,Sub_Category,Quantity,Unit_Price,Discount,Sales,Profit
ORD-104260,8/29/2024,9/4/2024,Standard Class,CUST-00508,Myra Menon,Home Office,East,Jharkhand,Ranchi,Technology,Printers,7,20850.59,0.2,116763.3,30539.26
ORD-104261,1/11/2023,1/18/2023,First Class,CUST-01874,Aarav Chopra,Corporate,East,Bihar,Patna,Office Supplies,Labels,11,1367.92,0.1,13542.41,-1506.58
ORD-104262,12/15/2024,12/22/2024,Standard Class,CUST-00289,Myra Menon,Corporate,North,Uttarakhand,Dehradun,Furniture,Bookcases,13,4593.66,0,59717.58,6287.14
ORD-104263,1/23/2023,1/30/2023,Same Day,CUST-01614,Vivaan Iyer,Consumer,East,Jharkhand,Ranchi,Office Supplies,Envelopes,9,1621.5,0.05,13863.82,1193.34
ORD-104264,11/18/2023,11/24/2023,Standard Class,CUST-01241,Myra Pillai,Consumer,West,Gujarat,Ahmedabad,Furniture,Chairs,1,11547.53,0.05,10970.15,1933.72
ORD-104265,5/26/2023,5/28/2023,Standard Class,CUST-01116,Ananya Nair,Corporate,North,Delhi,New Delhi,Technology,Phones,8,30762.05,0.05,233791.58,48813.17
ORD-104266,9/27/2024,10/1/2024,Standard Class,CUST-01039,Ishaan Sharma,Home Office,West,Maharashtra,Mumbai,Office Supplies,Envelopes,11,2730.48,0.3,,1784.34
ORD-104267,12/31/2024,1/7/2025,Second Class,CUST-00208,Riya Menon,Corporate,South,Karnataka,Bengaluru,Furniture,Sofas,8,14280.55,0.2,91395.52,16219.94
ORD-104268,2/17/2024,2/19/2024,First Class,CUST-00052,Reyansh Gupta,Consumer,Central,Madhya Pradesh,Indore,Furniture,Chairs,14,13900.32,0.1,175144.03,14848.56
ORD-104269,1/22/2025,1/24/2025,Standard Class,CUST-01705,Prisha Menon,Corporate,South,Telangana,Hyderabad,Furniture,Bookcases,8,4097.26,0.15,27861.37,5502.97
ORD-104270,4/27/2023,5/2/2023,Standard Class,CUST-00734,Ananya Rao,Consumer,Central,Madhya Pradesh,Indore,Furniture,Bookcases,10,12192.45,0.3,85347.15,16695.87
ORD-104271,4/26/2023,4/27/2023,First Class,CUST-01063,Aarav Menon,Consumer,East,Jharkhand,Ranchi,Office Supplies,Labels,2,1765.84,0,3531.68,925.41
ORD-104272,9/4/2023,9/8/2023,Standard Class,CUST-00703,Arjun Bose,Consumer,South,Telangana,Hyderabad,Furniture,Chairs,1,20263.12,0,20263.12,3076.57
ORD-104273,10/31/2024,11/4/2024,First Class,CUST-01116,Ishaan Reddy,Home Office,North,Uttarakhand,Dehradun,Furniture,Storage,2,10432.93,0.2,16692.69,2048.64
ORD-104274,3/7/2025,3/12/2025,Second Class,CUST-00985,Saanvi Menon,Consumer,North,Haryana,Faridabad,Office Supplies,Paper,2,2413.08,0.05,4584.85,829.33
ORD-104275,4/20/2024,4/22/2024,Standard Class,CUST-01114,Prisha Nair,Home Office,East,Jharkhand,Ranchi,Office Supplies,Binders,8,1176.6,0.2,7530.24,796.97
ORD-104276,1/19/2025,1/23/2025,Standard Class,CUST-01067,Vivaan Pillai,Home Office,Central,Chhattisgarh,Raipur,Technology,Printers,12,41199.01,0.15,420229.9,30575.54
ORD-104277,4/15/2025,4/19/2025,Second Class,CUST-01675,Aadhya Kumar,Home Office,East,Odisha,Bhubaneswar,Technology,Laptops,5,29345.31,0.3,102708.59,15745.09
ORD-104278,9/13/2023,9/14/2023,Second Class,CUST-00010,Sai Iyer,Home Office,East,West Bengal,Kolkata,Office Supplies,Paper,7,1228.75,0.1,7741.12,2039.62
ORD-104279,10/21/2024,10/26/2024,Standard Class,CUST-00917,Ayaan Menon,Corporate,East,Jharkhand,Ranchi,Office Supplies,Paper,14,219.94,0,3079.16,739.92
ORD-104280,6/12/2025,6/18/2025,Standard Class,CUST-01262,Sai Chopra,Home Office,West,Maharashtra,Pune,Furniture,Chairs,11,19483.17,0.3,150020.41,27850.17
ORD-104281,5/6/2023,5/11/2023,Standard Class,CUST-00398,Saanvi Das,Home Office,East,Jharkhand,Ranchi,Technology,Monitors,3,8088.6,0.05,23052.51,6324.57
ORD-104282,6/7/2024,6/13/2024,Standard Class,CUST-01785,Myra Nair,Consumer,North,Delhi,Rohini,Technology,Printers,2,29698.5,0,59397,-10269.64
ORD-104283,9/27/2025,9/30/2025,Second Class,CUST-01858,Aarav Shah,Consumer,North,Uttarakhand,Dehradun,Technology,Monitors,4,22094.99,0.05,83960.96,15575.46
ORD-104284,8/18/2024,8/22/2024,Standard Class,CUST-01991,Aadhya Singh,Corporate,Central,Madhya Pradesh,Bhopal,Technology,Printers,3,41397.2,0.2,99353.28,27319.91
ORD-104285,9/27/2023,10/3/2023,Standard Class,CUST-01316,Aarohi Verma,Consumer,West,Goa,Panaji,Furniture,Storage,9,11645.49,0,104809.41,-5450.66
ORD-104286,4/19/2025,4/20/2025,Standard Class,CUST-00328,Ayaan Kapoor,Home Office,Central,Madhya Pradesh,Bhopal,Office Supplies,Labels,14,1191.65,0.05,15848.95,2927.24
ORD-104287,6/10/2024,6/13/2024,First Class,CUST-01086,Ananya Menon,Home Office,East,Assam,Guwahati,Office Supplies,Binders,6,874.86,0,5249.16,800.58
ORD-104288,2/22/2025,2/26/2025,First Class,CUST-01811,Ayaan Reddy,Corporate,North,Punjab,Ludhiana,Furniture,Tables,12,21637.72,0,259652.64,8821.02
ORD-104289,4/10/2024,4/15/2024,Second Class,CUST-01916,Reyansh Iyer,Consumer,North,Delhi,Dwarka,Office Supplies,Paper,6,2039.28,0.05,11623.9,1472.3
ORD-104290,1/27/2023,1/28/2023,Standard Class,CUST-01780,Vivaan Singh,Home Office,South,Telangana,Hyderabad,Office Supplies,Envelopes,7,1046.63,0.1,6593.77,637.07
ORD-104291,3/4/2025,3/8/2025,Standard Class,CUST-00811,Aditya Iyer,Home Office,Central,Madhya Pradesh,Bhopal,Office Supplies,Envelopes,11,824.52,0,9069.72,2607.31
ORD-104292,8/24/2025,8/26/2025,Standard Class,CUST-00986,Ananya Patel,Corporate,West,Goa,Panaji,Furniture,Chairs,12,22217.37,0.3,186625.91,12001.06
ORD-104293,9/22/2025,9/28/2025,Same Day,CUST-01046,Riya Patel,Home Office,North,Uttar Pradesh,Lucknow,Technology,Accessories,2,21127.88,0,42255.76,7081.26
ORD-104294,10/4/2023,10/11/2023,Second Class,CUST-01030,Aarav Bose,Consumer,South,Andhra Pradesh,Visakhapatnam,Furniture,Bookcases,1,21940.52,0.15,18649.44,3218.14
ORD-104295,3/22/2025,3/26/2025,Second Class,CUST-01902,Vivaan Patel,Home Office,East,Jharkhand,Ranchi,Technology,Monitors,-1,23331.94,0.15,19832.15,4317.2
ORD-104296,7/4/2024,7/10/2024,Standard Class,CUST-01632,Kiara Das,Consumer,West,Maharashtra,Nagpur,Office Supplies,Binders,10,2545.12,0.15,21633.52,-1026.51
ORD-104297,7/9/2025,7/10/2025,Second Class,CUST-00161,Diya Das,Corporate,West,Goa,Panaji,Technology,Phones,13,18428.61,0.15,203636.14,56368.68
ORD-104298,1/15/2024,1/18/2024,Standard Class,CUST-01807,Aarohi Rao,Home Office,West,Rajasthan,Jaipur,Office Supplies,Envelopes,14,2226.13,0.15,26490.95,6001.98
ORD-104299,8/30/2024,9/3/2024,Standard Class,CUST-01356,Kiara Pillai,Corporate,East,Jharkhand,Ranchi,Technology,Phones,4,24069.18,0,96276.72,13184.38
ORD-104300,9/17/2025,9/22/2025,Standard Class,CUST-01129,Arjun Pillai,Consumer,Central,Chhattisgarh,Raipur,Office Supplies,Labels,4,1571.15,0.15,,1372.62
ORD-104301,3/15/2024,3/16/2024,Standard Class,CUST-01178,Anika Shah,Corporate,East,Odisha,Bhubaneswar,Office Supplies,Paper,1,1266.72,0,1266.72,345.59
ORD-104302,4/3/2023,4/8/2023,Second Class,CUST-01033,Ananya Verma,Corporate,West,Gujarat,Surat,Furniture,Sofas,10,21641.82,0.3,151492.74,7716.58
ORD-104303,8/30/2023,9/5/2023,Second Class,CUST-00377,Aadhya Malhotra,Home Office,South,Karnataka,Mysuru,Technology,Monitors,9,20593.84,0,185344.56,28173.3
ORD-104304,10/14/2023,10/16/2023,Standard Class,CUST-01489,Diya Bose,Corporate,South,Tamil Nadu,Coimbatore,Office Supplies,Pens,8,2068.65,0.15,14066.82,2074.35
ORD-104305,6/22/2025,6/29/2025,Second Class,CUST-00250,Krishna Mehta,Home Office,North,Haryana,Faridabad,Office Supplies,Pens,6,1927.95,0.05,10989.32,3482.76
ORD-104306,3/23/2024,3/24/2024,Second Class,CUST-00618,Prisha Reddy,Consumer,South,Tamil Nadu,Chennai,Technology,Monitors,13,19106.86,0.3,173872.43,48293.75
ORD-104307,4/30/2023,5/4/2023,Second Class,CUST-01932,Ishaan Verma,Home Office,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Labels,6,2979.63,0,17877.78,1942.33
ORD-104308,4/16/2023,4/19/2023,First Class,CUST-01625,Sai Menon,Home Office,Central,Chhattisgarh,Raipur,Office Supplies,Paper,8,714.5,0,5716,1924.02
ORD-104309,6/4/2025,6/11/2025,Second Class,CUST-01231,Ananya Das,Home Office,East,Assam,Guwahati,Furniture,Bookcases,13,23991.53,0,311889.89,12332.58
ORD-104310,3/24/2024,3/26/2024,Standard Class,CUST-00229,Aadhya Kapoor,Home Office,West,Rajasthan,Jaipur,Furniture,Bookcases,4,1162.96,0,4651.84,242.92
ORD-104311,6/4/2025,6/9/2025,Standard Class,CUST-01357,Prisha Bose,Corporate,Central,Madhya Pradesh,Bhopal,Office Supplies,Labels,8,2988.12,0,23904.96,3074.18
ORD-104312,10/25/2024,10/31/2024,Standard Class,CUST-00888,Arjun Shah,Consumer,East,Jharkhand,Ranchi,Office Supplies,Labels,11,1517.59,0.2,13354.79,4127.6
ORD-104313,6/29/2024,7/3/2024,Standard Class,CUST-00215,Riya Rao,Home Office,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Pens,10,80.8,0.3,565.6,137.56
ORD-104314,3/31/2024,4/4/2024,Same Day,CUST-01404,Prisha Kapoor,Corporate,South,Telangana,Hyderabad,Technology,Phones,8,12827.63,0,102621.04,27254.48
ORD-104315,6/13/2024,6/19/2024,Standard Class,CUST-00633,Aditya Pillai,Corporate,East,Bihar,Patna,Technology,Monitors,1,13114.02,0.3,9179.81,2035.06
ORD-104316,2/18/2025,2/21/2025,Standard Class,CUST-00831,Prisha Das,Home Office,North,Haryana,Gurugram,Technology,Laptops,3,30502.77,0,91508.31,9642.54
ORD-104317,7/20/2025,7/22/2025,Second Class,CUST-00960,Krishna Kapoor,Consumer,North,Uttarakhand,Dehradun,Furniture,Tables,2,1642.14,0.2,2627.42,267.6
ORD-104318,12/7/2024,12/13/2024,Standard Class,CUST-00541,Aarohi Verma,Consumer,South,Tamil Nadu,Coimbatore,Technology,Monitors,1,13369.1,0.15,11363.74,2866.44
ORD-104319,12/19/2025,12/23/2025,Standard Class,CUST-01327,Ayaan Singh,Home Office,South,Karnataka,Bengaluru,Technology,Printers,14,36116.21,0.15,429782.9,70594.41
ORD-104320,7/15/2025,7/19/2025,First Class,CUST-01696,Saanvi Singh,Home Office,South,Telangana,Hyderabad,Office Supplies,Paper,9,1827.41,0,16446.69,3999.01
ORD-104321,7/22/2025,7/24/2025,Same Day,CUST-01826,Saanvi Pillai,Home Office,East,Bihar,Patna,Office Supplies,Pens,9,2484.93,0,22364.37,4355.48
ORD-104322,11/28/2025,11/29/2025,Standard Class,CUST-01098,Riya Kumar,Corporate,South,Andhra Pradesh,Visakhapatnam,Furniture,Sofas,14,7465.81,0,104521.34,7630.79
ORD-104323,11/24/2023,11/27/2023,Standard Class,CUST-01483,Ananya Menon,Corporate,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Binders,7,1617.85,0.15,,1937.47
ORD-104324,1/27/2025,1/29/2025,First Class,CUST-01438,Krishna Verma,Home Office,North,Uttar Pradesh,Noida,Office Supplies,Pens,5,1331.56,0.3,4660.46,487.52
ORD-104325,1/4/2024,1/9/2024,Second Class,CUST-01075,Aditya Das,Home Office,East,Bihar,Patna,Technology,Monitors,3,32477.87,0,97433.61,10077.96
ORD-104326,1/18/2024,1/20/2024,Second Class,CUST-01307,Riya Singh,Corporate,Central,Madhya Pradesh,Indore,Furniture,Tables,8,5566.28,0.3,31171.17,3196.66
ORD-104327,1/1/2025,1/6/2025,Standard Class,CUST-01384,Arjun Singh,Home Office,Central,Chhattisgarh,Raipur,Furniture,Chairs,8,6312.24,0,50497.92,6906.68
ORD-104328,7/22/2023,7/27/2023,Second Class,CUST-00730,Aadhya Chopra,Corporate,West,Goa,Panaji,Office Supplies,Labels,12,1126.96,0.05,12847.34,2584.96
ORD-104329,12/7/2023,12/12/2023,First Class,CUST-00995,Ayaan Verma,Home Office,South,Tamil Nadu,Coimbatore,Furniture,Sofas,10,13799.5,0.3,96596.5,5864.09
ORD-104330,11/1/2025,11/4/2025,Standard Class,CUST-00531,Saanvi Singh,Consumer,North,Uttar Pradesh,Noida,Furniture,Tables,2,4569.19,0,9138.38,1791.89
ORD-104331,6/29/2023,7/2/2023,Second Class,CUST-01311,Sai Menon,Home Office,East,Jharkhand,Ranchi,Furniture,Bookcases,14,11296.11,0,158145.54,16197.06
ORD-104332,1/23/2024,1/24/2024,First Class,CUST-01380,Ananya Reddy,Corporate,Central,Chhattisgarh,Raipur,Technology,Monitors,3,2084.74,0.2,5003.38,873.06
ORD-104333,10/29/2025,10/30/2025,Second Class,CUST-01438,Kiara Sharma,Corporate,South,Karnataka,Bengaluru,Office Supplies,Binders,11,1671.43,0,18385.73,4245.03
ORD-104334,11/13/2023,11/14/2023,Second Class,CUST-00111,Saanvi Mehta,Home Office,North,Uttarakhand,Dehradun,Technology,Accessories,8,31962.89,0.05,242917.96,-13118.23
ORD-104335,4/8/2023,4/9/2023,Standard Class,CUST-00015,Diya Singh,Consumer,West,Rajasthan,Jodhpur,Technology,Printers,5,11723.93,0.15,49826.7,12590.34
ORD-104336,7/25/2023,8/1/2023,Second Class,CUST-00373,Prisha Malhotra,Corporate,East,Bihar,Patna,Technology,Monitors,2,42649.09,0.3,59708.73,5014.53
ORD-104337,8/2/2024,8/8/2024,Standard Class,CUST-00610,Ayaan Sharma,Corporate,West,Goa,Panaji,Office Supplies,Pens,8,1503,0.05,11422.8,1574.38
ORD-104338,2/25/2025,3/1/2025,Same Day,CUST-01787,Saanvi Chopra,Home Office,East,West Bengal,Kolkata,Furniture,Storage,5,2253.77,0.3,7888.19,671.29
ORD-104339,12/6/2024,12/11/2024,Same Day,CUST-00515,Aarohi Chopra,Corporate,West,Maharashtra,Pune,Technology,Laptops,14,6894.1,0,96517.4,21956.09
ORD-104340,12/11/2024,12/15/2024,Standard Class,CUST-01721,Ishaan Singh,Home Office,South,Tamil Nadu,Coimbatore,Technology,Phones,11,24250.78,0,266758.58,22930.2
ORD-104341,10/11/2024,10/17/2024,Standard Class,CUST-00942,Prisha Bose,Home Office,Central,Madhya Pradesh,Indore,Furniture,Sofas,1,1023.65,0.3,716.55,130.15
ORD-104342,6/1/2023,6/5/2023,First Class,CUST-00817,Reyansh Malhotra,Corporate,Central,Madhya Pradesh,Indore,Office Supplies,Labels,2,545.06,0.05,1035.61,-145.31
ORD-104343,5/19/2025,5/21/2025,Same Day,CUST-01832,Saanvi Joshi,Consumer,South,Andhra Pradesh,Visakhapatnam,Office Supplies,Envelopes,6,1024.03,0.15,5222.55,1243.39
ORD-104344,8/19/2023,8/25/2023,Standard Class,CUST-00324,Aadhya Das,Corporate,Central,Chhattisgarh,Raipur,Technology,Printers,13,14546.59,0.05,179650.39,12887.2
ORD-104345,5/23/2023,5/28/2023,Standard Class,CUST-00107,Krishna Kapoor,Corporate,West,Goa,Panaji,Furniture,Sofas,2,6195.39,0.1,11151.7,642.47
ORD-104346,3/31/2024,4/4/2024,Standard Class,CUST-01705,Aditya Patel,Home Office,South,Tamil Nadu,Chennai,Office Supplies,Paper,13,1295.5,0,16841.5,4340.67
ORD-104347,3/28/2023,4/2/2023,Standard Class,CUST-00909,Aadhya Bose,Corporate,West,Goa,Panaji,Office Supplies,Labels,2,806.14,0.2,1289.82,107.39
ORD-104348,12/21/2023,12/25/2023,Second Class,CUST-00703,Ayaan Sharma,Consumer,East,Assam,Guwahati,Office Supplies,Envelopes,8,1566.43,0.15,10651.72,2594.28
ORD-104349,2/8/2025,2/15/2025,Standard Class,CUST-00108,Ayaan Nair,Consumer,North,Delhi,Dwarka,Office Supplies,Labels,2,2889.35,0,5778.7,1382.02
ORD-104350,5/12/2023,5/14/2023,Standard Class,CUST-01887,Ayaan Kapoor,Corporate,West,Maharashtra,Pune,Technology,Printers,8,21467.18,0.2,137389.95,26564.4
ORD-104351,9/24/2023,9/28/2023,Standard Class,CUST-00926,Riya Nair,Corporate,East,Assam,Guwahati,Technology,Laptops,10,41791.58,0.1,376124.22,96699.48
ORD-104352,4/17/2023,4/18/2023,Second Class,CUST-00972,Vihaan Gupta,Corporate,Central,Madhya Pradesh,Indore,Office Supplies,Labels,8,982.48,0.2,6287.87,905.82
ORD-104353,3/4/2023,3/9/2023,Standard Class,CUST-00445,Ananya Nair,Consumer,West,Maharashtra,Pune,Office Supplies,Envelopes,4,802.65,0.3,2247.42,485.88
ORD-104354,7/17/2024,7/20/2024,Second Class,CUST-00558,Myra Joshi,Consumer,South,Telangana,Hyderabad,Office Supplies,Pens,13,2237.27,0.3,20359.16,4394.92
ORD-104355,7/5/2025,7/11/2025,Same Day,CUST-00990,Riya Nair,Consumer,Central,Madhya Pradesh,Bhopal,Furniture,Storage,10,2440.67,0,24406.7,4020.18
ORD-104356,2/19/2025,2/24/2025,First Class,CUST-01078,Aadhya Joshi,Consumer,West,Rajasthan,Jaipur,Office Supplies,Binders,2,2421.79,0.2,3874.86,612.86
ORD-104357,5/2/2024,5/5/2024,Standard Class,CUST-01341,Aarav Joshi,Home Office,East,Bihar,Patna,Technology,Monitors,11,30053.6,0,330589.6,51786.19
ORD-104358,9/10/2025,9/16/2025,Standard Class,CUST-01879,Aarav Malhotra,Consumer,South,Karnataka,Bengaluru,Technology,Phones,5,40065.81,0.05,190312.6,49729.9
ORD-104359,4/24/2024,4/28/2024,Second Class,CUST-00928,Sai Gupta,Consumer,Central,Madhya Pradesh,Bhopal,Office Supplies,Binders,10,1585.79,0.3,11100.53,2960.58
ORD-104360,1/14/2023,1/20/2023,Standard Class,CUST-00669,Reyansh Mehta,Home Office,Central,Madhya Pradesh,Indore,Office Supplies,Labels,5,2652.38,0.3,9283.33,1985.18
ORD-104361,3/1/2024,3/4/2024,Standard Class,CUST-01928,Diya Sharma,Consumer,Central,Chhattisgarh,Raipur,Office Supplies,Binders,11,953.49,0.15,8915.13,2527.35
ORD-104362,12/19/2025,12/24/2025,Second Class,CUST-00728,Diya Kumar,Home Office,North,Delhi,Rohini,Office Supplies,Paper,5,675.8,0,3379,624.79
ORD-104363,12/17/2023,12/23/2023,First Class,CUST-01303,Reyansh Singh,Consumer,South,Tamil Nadu,Chennai,Technology,Accessories,3,39024.86,0.15,99513.39,22998.1
ORD-104364,5/4/2024,5/6/2024,First Class,CUST-00540,Ishaan Das,Corporate,South,Andhra Pradesh,Visakhapatnam,Technology,Phones,11,18469.59,0.3,142215.84,14745.81
ORD-104365,11/17/2025,11/18/2025,First Class,CUST-00780,Aarohi Pillai,Consumer,North,Delhi,Rohini,Office Supplies,Envelopes,14,1080.79,0.3,10591.74,1659.81
ORD-104366,8/17/2024,8/23/2024,Standard Class,CUST-01391,Aditya Pillai,Home Office,South,Tamil Nadu,Coimbatore,Office Supplies,Labels,8,544.75,0,4358,1223.29
ORD-104367,3/27/2025,4/3/2025,Standard Class,CUST-01961,Diya Reddy,Consumer,North,Punjab,Amritsar,Furniture,Bookcases,6,6900.09,0,41400.54,4588.57
ORD-104368,4/28/2024,5/5/2024,Same Day,CUST-01729,Ayaan Sharma,Home Office,West,Rajasthan,Jodhpur,Office Supplies,Labels,7,1169.86,0,8189.02,2826.53
ORD-104369,6/5/2025,6/12/2025,Standard Class,CUST-00923,Arjun Pillai,Consumer,North,Punjab,Amritsar,Technology,Laptops,10,17903.6,0,179036,12531.74
ORD-104370,1/29/2023,1/30/2023,First Class,CUST-01738,Krishna Sharma,Consumer,Central,Chhattisgarh,Raipur,Furniture,Chairs,10,2973.78,0.05,28250.91,3902.88
ORD-104371,5/6/2025,5/10/2025,Same Day,CUST-00905,Aditya Patel,Home Office,Central,Chhattisgarh,Raipur,Furniture,Bookcases,9,15304.6,0,137741.4,14290.92
ORD-104372,10/25/2023,11/1/2023,Standard Class,CUST-00192,Ayaan Singh,Consumer,Central,Chhattisgarh,Raipur,Furniture,Tables,5,11250.62,0.05,53440.44,1645.24
ORD-104373,8/15/2024,8/21/2024,First Class,CUST-01191,Ananya Pillai,Consumer,South,Telangana,Hyderabad,Office Supplies,Paper,10,1559.31,0.05,14813.44,3203.85
ORD-104374,7/16/2025,7/19/2025,Standard Class,CUST-00886,Aarav Malhotra,Corporate,South,Karnataka,Bengaluru,Technology,Laptops,10,7154.94,0.05,67971.93,5163.14
ORD-104375,8/28/2023,8/31/2023,First Class,CUST-00722,Riya Malhotra,Corporate,South,Telangana,Hyderabad,Office Supplies,Paper,1,388.25,0.15,330.01,35.4
ORD-104376,3/13/2023,3/19/2023,Standard Class,CUST-01852,Aadhya Das,Corporate,Central,Chhattisgarh,Raipur,Technology,Laptops,11,27632.01,0.05,288754.5,28621.54
ORD-104377,4/19/2024,4/24/2024,Standard Class,CUST-00634,Ayaan Gupta,Corporate,North,Haryana,Gurugram,Technology,Laptops,7,11688.64,0.1,73638.43,6877.32
ORD-104378,12/17/2025,12/22/2025,Second Class,CUST-01900,Prisha Kumar,Consumer,West,Rajasthan,Jaipur,Technology,Accessories,4,43123.67,0.3,120746.28,31835.28
ORD-104379,7/31/2024,8/1/2024,Standard Class,CUST-00312,Vivaan Verma,Consumer,Central,Chhattisgarh,Raipur,Office Supplies,Envelopes,9,706.87,0.15,5407.56,910.87
ORD-104380,1/6/2025,1/12/2025,Standard Class,CUST-01712,Arjun Reddy,Corporate,North,Haryana,Faridabad,Office Supplies,Labels,8,645.48,0,5163.84,1098.9
ORD-104381,3/25/2023,3/31/2023,Standard Class,CUST-01108,Vivaan Malhotra,Home Office,Central,Chhattisgarh,Raipur,Technology,Accessories,3,1372.67,0,4118.01,897.08
ORD-104382,2/22/2024,2/28/2024,First Class,CUST-00250,Diya Das,Corporate,West,Gujarat,Ahmedabad,Furniture,Bookcases,7,13460.43,0.15,80089.56,15996.11
ORD-104383,4/14/2024,4/17/2024,Standard Class,CUST-01821,Diya Kapoor,Home Office,East,West Bengal,Howrah,Furniture,Bookcases,8,4778.3,0,38226.4,6912.17
ORD-104384,31/13/2024,2/13/2025,Second Class,CUST-01395,Aarav Malhotra,Corporate,West,Gujarat,Surat,Furniture,Chairs,5,19965.46,0.1,89844.57,4082.2
ORD-104385,5/10/2023,5/16/2023,Same Day,CUST-01869,Myra Gupta,Corporate,South,Andhra Pradesh,Visakhapatnam,Furniture,Storage,1,10445.13,0,10445.13,564.36
ORD-104386,4/19/2023,4/26/2023,Second Class,CUST-01111,Kiara Reddy,Corporate,South,Tamil Nadu,Chennai,Technology,Monitors,13,11835.06,0,153855.78,17818.28
ORD-104387,9/28/2024,10/2/2024,Same Day,CUST-01953,Vivaan Malhotra,Corporate,East,Bihar,Patna,Office Supplies,Paper,3,1677.58,0,5032.74,961.66
ORD-104388,1/7/2024,1/14/2024,First Class,CUST-00882,Myra Pillai,Corporate,North,Uttar Pradesh,Kanpur,Furniture,Storage,12,23735.13,0,284821.56,12895.02
ORD-104389,4/12/2025,4/16/2025,Standard Class,CUST-01141,Aarohi Pillai,Home Office,East,Jharkhand,Ranchi,Office Supplies,Pens,9,2921.6,0.2,21035.52,2992.77
ORD-104390,8/14/2023,8/21/2023,Standard Class,CUST-00446,Aarohi Menon,Home Office,North,Uttarakhand,Dehradun,Office Supplies,Pens,2,2323.16,0.3,3252.42,-256.66
ORD-104391,4/23/2025,4/30/2025,Standard Class,CUST-01500,Riya Singh,Consumer,West,Gujarat,Ahmedabad,Technology,Monitors,2,6867.12,0.15,11674.1,3087.48
ORD-104392,10/1/2023,10/2/2023,Standard Class,CUST-00837,Sai Kumar,Corporate,South,Telangana,Hyderabad,Technology,Phones,10,14244.31,0.15,121076.63,25996.83
ORD-104393,7/26/2024,7/29/2024,Second Class,CUST-01663,Diya Pillai,Corporate,Central,Madhya Pradesh,Bhopal,Furniture,Chairs,2,14507.94,0.1,26114.29,2986.2
ORD-104394,12/1/2024,12/7/2024,Standard Class,CUST-01238,Prisha Iyer,Consumer,North,Haryana,Gurugram,Office Supplies,Envelopes,1,1497.54,0.2,1198.03,332.7
ORD-104395,5/29/2024,6/4/2024,First Class,CUST-00581,Arjun Pillai,Home Office,North,Haryana,Faridabad,Technology,Monitors,12,4405.89,0.05,50227.15,10901.56
ORD-104396,10/5/2023,10/9/2023,Second Class,CUST-00475,Aadhya Shah,Corporate,North,Uttar Pradesh,Lucknow,Office Supplies,Binders,8,2689.52,0.2,17212.93,1645.6
ORD-104397,4/25/2024,5/2/2024,Same Day,CUST-01463,Arjun Gupta,Consumer,South,Kerala,Kochi,Furniture,Bookcases,11,4203.81,0.3,32369.34,5286.77
ORD-104398,1/17/2025,1/19/2025,Standard Class,CUST-01722,Vivaan Kapoor,Consumer,East,Bihar,Patna,Furniture,Chairs,8,11382.22,0,91057.76,9170.4
ORD-104399,6/29/2025,7/6/2025,Standard Class,CUST-01071,Saanvi Nair,Corporate,North,Uttarakhand,Dehradun,Furniture,Chairs,2,4114.59,0.3,5760.43,699.05
ORD-104400,7/5/2023,7/8/2023,Same Day,CUST-00583,Ananya Chopra,Corporate,West,Gujarat,Surat,Office Supplies,Labels,-7,397.11,0.15,2362.8,493.09
ORD-104401,11/24/2023,11/29/2023,Second Class,CUST-01964,Aarohi Gupta,Corporate,East,Odisha,Bhubaneswar,Technology,Printers,9,34480.88,0,310327.92,35553.06
ORD-104402,4/21/2025,4/23/2025,Same Day,CUST-01002,Vivaan Malhotra,Consumer,East,Bihar,Patna,Technology,Laptops,2,21894.98,0,43789.96,13049.58
ORD-104403,12/18/2025,12/25/2025,Second Class,CUST-01498,Reyansh Singh,Corporate,South,Telangana,Hyderabad,Furniture,Storage,2,17416.94,0,34833.88,6558.22
ORD-104404,5/26/2023,5/31/2023,Standard Class,CUST-00013,Riya Patel,Corporate,East,West Bengal,Kolkata,Office Supplies,Labels,7,1256.25,0.1,7914.38,2273.98
ORD-104405,6/20/2025,6/24/2025,Standard Class,CUST-00849,Reyansh Joshi,Corporate,North,Haryana,Gurugram,Office Supplies,Paper,6,140.72,0.1,759.89,86.01
ORD-104406,10/28/2025,11/4/2025,Same Day,CUST-01329,Sai Singh,Corporate,East,West Bengal,Howrah,Office Supplies,Pens,4,625.15,0,2500.6,471.43
ORD-104407,4/12/2024,4/16/2024,Standard Class,CUST-01558,Reyansh Menon,Consumer,South,Tamil Nadu,Chennai,Technology,Printers,10,38135.65,0,381356.5,52080.53
ORD-104408,3/17/2024,3/18/2024,Standard Class,CUST-01037,Myra Reddy,Consumer,North,Haryana,Faridabad,Furniture,Sofas,11,16641.83,0.1,164754.12,26667.57
ORD-104409,5/9/2024,5/16/2024,Standard Class,CUST-01235,Anika Shah,Home Office,South,Telangana,Hyderabad,Technology,Phones,1,26585.11,0,26585.11,3703.58
ORD-104410,2/16/2023,2/21/2023,First Class,CUST-00527,Aadhya Shah,Home Office,Central,Chhattisgarh,Raipur,Office Supplies,Envelopes,4,1739.62,0.2,,959.78
